Municipio;2024/Jan;2024/Fev;2024/Mar;2024/Abr;2024/Mai;2024/Jun;2024/Jul;2024/Ago;2024/Set;2024/Out
251130 PIANCO;7;7;7;7;7;7;7;7;7;7
251140 PICUI;3;3;3;3;3;3;3;3;3;3
251210 POMBAL;4;4;4;4;4;4;4;4;4;4
251250 QUEIMADAS;7;7;7;7;13;13;13;13;13;13
251270 REMIGIO;3;3;3;3;3;3;3;3;3;3
251275 RIACHAO DO BACAMARTE;1;1;1;1;1;1;1;1;1;1
251278 RIACHO DE SANTO ANTONIO;1;1;1;1;1;1;1;1;1;1
251290 RIO TINTO;1;1;1;1;1;1;1;1;1;1
251320 SANTA CRUZ;1;1;1;1;1;-;-;-;-;-
251340 SANTA LUZIA;3;3;3;3;3;3;3;3;3;3
251370 SANTA RITA;13;13;13;13;13;14;14;15;15;16
251430 SAO JOSE DE CAIANA;1;1;1;1;1;1;1;1;1;1
251445 SAO JOSE DOS RAMOS;1;1;1;1;1;1;1;1;1;1
251455 SAO JOSE DE PRINCESA;-;-;1;1;1;1;1;1;1;1
251550 SERRA BRANCA;1;1;1;1;1;1;1;1;1;1
251600 SOLANEA;1;1;1;1;1;1;1;1;1;1
251630 SUME;5;5;5;5;5;5;5;5;5;5
251650 TAPEROA;2;2;2;2;2;2;2;2;2;2
251660 TAVARES;1;1;1;1;1;1;1;1;1;1
251675 TENORIO;1;1;1;1;1;1;1;1;1;1
251680 TRIUNFO;1;1;1;1;1;1;1;1;1;1
260005 ABREU E LIMA;18;18;18;18;14;14;14;14;14;14
260010 AFOGADOS DA INGAZEIRA;10;10;10;10;10;11;11;11;11;13
260050 AGUAS BELAS;1;1;1;1;1;1;1;1;1;1
260060 ALAGOINHA;1;1;1;1;1;1;1;1;1;1
260070 ALIANCA;1;1;1;1;1;1;1;1;1;1
260080 ALTINHO;1;1;1;1;1;1;1;1;1;1
260105 ARACOIABA;1;1;1;1;1;1;1;1;1;1
260110 ARARIPINA;3;3;3;3;3;3;3;3;3;3
260120 ARCOVERDE;15;15;15;15;10;10;10;10;14;14
260130 BARRA DE GUABIRABA;2;2;2;2;2;2;2;2;2;2
260140 BARREIROS;1;1;1;1;1;1;1;1;1;1
260170 BELO JARDIM;2;2;2;2;2;2;2;2;2;2
260180 BETANIA;1;1;1;1;1;1;1;1;1;1
260220 BOM JARDIM;2;2;2;2;2;2;2;2;2;2
260250 BREJINHO;1;1;1;1;1;1;1;1;1;1
260260 BREJO DA MADRE DE DEUS;2;2;2;2;2;2;2;2;2;2
260270 BUENOS AIRES;1;1;1;1;1;1;1;1;1;1
260290 CABO DE SANTO AGOSTINHO;15;15;15;15;15;15;15;15;15;15
260300 CABROBO;3;3;3;3;3;3;3;4;4;4
260310 CACHOEIRINHA;1;1;1;1;1;1;1;1;1;1
260320 CAETES;2;2;2;2;2;2;2;2;2;2
260330 CALCADO;3;3;3;3;3;3;3;3;3;3
260340 CALUMBI;1;1;1;1;1;1;1;1;1;1
260345 CAMARAGIBE;11;11;11;11;11;11;11;11;11;11
260350 CAMOCIM DE SAO FELIX;3;3;3;3;3;3;3;3;3;3
260380 CAPOEIRAS;1;1;1;1;1;1;1;1;1;1
260400 CARPINA;3;3;3;3;3;3;3;3;3;3
260410 CARUARU;49;49;49;49;49;49;43;43;46;46
260415 CASINHAS;3;3;3;3;3;3;3;3;3;3
260420 CATENDE;3;3;3;3;3;3;3;3;3;3
260430 CEDRO;2;2;2;2;2;2;2;2;2;2
260440 CHA DE ALEGRIA;1;1;1;1;1;1;1;1;1;1
260450 CHA GRANDE;3;3;3;3;3;3;3;3;3;3
260460 CONDADO;5;5;5;5;2;2;2;2;2;2
260470 CORRENTES;1;1;1;1;1;1;1;1;1;1
260480 CORTES;2;2;2;2;2;2;2;2;2;2
260490 CUMARU;1;1;1;1;1;1;1;1;1;1
260500 CUPIRA;2;2;2;2;2;2;2;2;2;2
260515 DORMENTES;1;1;1;1;1;1;1;1;1;1
260520 ESCADA;7;7;7;7;7;7;7;7;7;7
260540 FEIRA NOVA;1;1;1;1;1;1;1;1;1;1
260550 FERREIROS;1;1;1;1;1;1;1;1;1;1
260570 FLORESTA;9;9;9;9;9;9;9;9;9;9
260590 GAMELEIRA;2;2;2;2;2;2;2;2;2;2
260600 GARANHUNS;11;11;11;11;11;11;11;11;11;11
260610 GLORIA DO GOITA;1;1;1;1;1;1;1;1;1;1
260620 GOIANA;13;13;13;13;16;16;16;16;16;16
260640 GRAVATA;4;4;4;4;4;4;4;4;4;4
260650 IATI;1;1;1;1;1;1;1;1;1;1
260660 IBIMIRIM;1;1;1;1;1;1;1;1;1;1
260670 IBIRAJUBA;1;1;1;1;1;1;1;1;1;1
260680 IGARASSU;14;14;14;14;14;14;14;14;14;14
260690 IGUARACY;1;1;1;1;1;1;1;1;1;1
260700 INAJA;1;1;1;1;1;1;1;1;1;1
260720 IPOJUCA;9;9;9;9;9;9;9;9;9;9
260740 ITACURUBA;4;4;4;4;4;4;4;4;4;4
260775 ITAPISSUMA;1;1;1;1;1;1;1;1;1;1
260780 ITAQUITINGA;1;1;1;1;1;1;1;1;1;1
260790 JABOATAO DOS GUARARAPES;21;21;21;21;21;21;22;22;22;22
260800 JATAUBA;1;1;1;1;1;1;1;1;1;1
260805 JATOBA;2;2;2;2;2;2;2;2;1;1
260810 JOAO ALFREDO;1;1;1;1;1;1;1;1;1;1
260820 JOAQUIM NABUCO;1;1;1;1;1;1;1;1;1;1
260825 JUCATI;1;1;1;1;1;1;1;1;1;1
260845 LAGOA DO CARRO;1;1;1;1;1;1;1;1;1;1
260850 LAGOA DE ITAENGA;1;1;1;1;1;1;1;1;1;1
260860 LAGOA DO OURO;1;1;1;1;1;1;1;1;1;1
260870 LAGOA DOS GATOS;2;2;2;2;2;2;2;2;2;1
260875 LAGOA GRANDE;3;3;3;3;3;3;3;3;3;3
260880 LAJEDO;1;1;1;1;1;1;1;1;1;1
260890 LIMOEIRO;4;4;4;4;4;4;4;4;4;4
260900 MACAPARANA;1;1;1;1;1;1;1;1;1;1
260915 MANARI;1;1;1;1;1;1;1;1;1;1
260930 MIRANDIBA;2;2;2;2;2;2;2;2;2;2
260940 MORENO;3;3;3;3;3;3;3;3;3;3
260950 NAZARE DA MATA;6;6;6;6;6;6;6;6;6;6
260960 OLINDA;39;39;39;39;39;39;39;39;39;39
260970 OROBO;1;1;1;1;1;1;1;1;1;1
260980 OROCO;1;1;1;1;1;1;1;1;1;1
260990 OURICURI;7;7;7;7;7;7;7;7;7;7
261000 PALMARES;15;15;15;15;15;15;15;15;15;15
261010 PALMEIRINA;2;2;2;2;2;2;2;2;2;2
261020 PANELAS;2;2;2;2;2;2;2;2;2;2
261040 PARNAMIRIM;1;1;1;1;1;1;1;1;1;1
261050 PASSIRA;1;1;1;1;1;1;1;1;1;1
261070 PAULISTA;5;5;5;5;5;5;5;5;5;5
261080 PEDRA;1;1;1;1;1;1;1;1;1;1
261100 PETROLANDIA;5;5;5;5;5;5;5;5;5;5
261110 PETROLINA;38;38;38;38;38;38;38;38;40;40
261120 POCAO;1;1;1;1;1;1;1;1;1;1
261130 POMBOS;1;1;1;1;1;1;1;1;1;1
261153 QUIXABA;1;1;1;1;1;1;1;1;1;1
261160 RECIFE;190;190;190;190;190;195;202;202;201;190
261170 RIACHO DAS ALMAS;1;1;1;1;1;1;1;1;1;1
261180 RIBEIRAO;1;1;1;1;1;1;1;1;1;1
261190 RIO FORMOSO;1;1;1;1;1;1;1;1;1;1
261210 SALGADINHO;1;1;1;1;1;1;1;1;1;1
261220 SALGUEIRO;11;11;11;12;12;16;16;16;16;16
261240 SANHARO;3;3;3;3;3;3;3;3;3;3
261247 SANTA CRUZ DA BAIXA VERDE;1;1;1;1;1;1;1;1;1;1
261250 SANTA CRUZ DO CAPIBARIBE;8;8;8;8;8;8;8;8;8;8
261255 SANTA FILOMENA;1;1;1;1;1;1;1;1;1;1
261260 SANTA MARIA DA BOA VISTA;1;1;1;1;1;1;1;1;1;1
261270 SANTA MARIA DO CAMBUCA;1;1;1;1;1;1;1;1;1;1
261300 SAO BENTO DO UNA;2;2;2;2;2;2;2;2;2;2
261310 SAO CAITANO;1;1;1;1;1;1;1;1;1;1
261320 SAO JOAO;1;1;1;1;1;1;1;1;1;1
261330 SAO JOAQUIM DO MONTE;2;2;2;2;2;2;2;2;2;2
261370 SAO LOURENCO DA MATA;6;6;6;6;6;6;6;6;6;6
261380 SAO VICENTE FERRER;1;1;1;1;1;1;1;1;1;1
261390 SERRA TALHADA;26;26;26;26;26;26;26;26;26;27
261400 SERRITA;1;1;1;1;1;1;1;1;1;1
261410 SERTANIA;3;3;3;3;3;3;3;3;3;3
261450 SURUBIM;6;6;6;6;6;6;6;6;6;6
261460 TABIRA;1;1;1;1;1;1;1;1;1;1
261470 TACAIMBO;1;1;1;1;1;1;1;1;1;1
261480 TACARATU;1;1;1;1;1;1;1;1;1;1
261500 TAQUARITINGA DO NORTE;1;1;1;1;1;1;1;1;1;1
261520 TERRA NOVA;1;1;1;1;1;1;1;1;1;1
261530 TIMBAUBA;5;5;5;5;5;5;5;5;5;5
261540 TORITAMA;6;6;6;-;-;-;-;-;-;-
261550 TRACUNHAEM;1;1;1;1;1;1;1;1;1;1
261560 TRINDADE;1;1;1;1;1;1;1;1;1;1
261570 TRIUNFO;1;1;1;1;1;1;1;1;1;1
261580 TUPANATINGA;1;1;1;1;1;1;1;1;1;1
261590 TUPARETAMA;1;1;1;1;1;1;1;1;1;1
261600 VENTUROSA;2;2;2;2;2;2;2;2;2;2
261618 VERTENTE DO LERIO;1;1;1;1;1;1;1;1;1;1
261630 VICENCIA;1;1;1;1;1;1;1;1;1;1
261640 VITORIA DE SANTO ANTAO;13;13;14;14;14;14;14;14;14;14
261650 XEXEU;1;1;1;1;1;1;1;1;1;1
270030 ARAPIRACA;14;14;14;30;30;30;30;30;30;30
270040 ATALAIA;2;2;2;2;2;2;2;2;2;2
270050 BARRA DE SANTO ANTONIO;1;1;1;1;1;1;1;1;1;1
270140 CAMPO ALEGRE;2;2;2;2;2;2;2;2;2;2
270200 COITE DO NOIA;1;1;1;1;1;1;1;1;1;1
270210 COLONIA LEOPOLDINA;1;1;1;1;1;1;1;1;1;1
270230 CORURIPE;1;1;1;1;1;1;1;1;1;1
270240 DELMIRO GOUVEIA;3;3;3;3;3;3;3;3;3;3
270270 FELIZ DESERTO;1;1;1;1;1;1;1;1;1;1
270290 GIRAU DO PONCIANO;-;-;-;-;-;-;1;1;1;1
270430 MACEIO;106;106;106;106;106;106;106;106;106;106
270450 MARAGOGI;2;2;2;3;3;3;3;3;3;3
270460 MARAVILHA;1;1;1;1;1;1;1;1;1;1
270470 MARECHAL DEODORO;4;4;4;4;4;4;4;4;4;4
270480 MARIBONDO;4;4;4;4;4;4;4;4;4;4
270540 MONTEIROPOLIS;1;1;1;1;1;1;1;1;1;1
270560 NOVO LINO;1;1;1;1;1;1;1;1;1;1
270600 OLIVENCA;1;1;1;1;1;1;1;1;1;1
270630 PALMEIRA DOS INDIOS;11;11;11;11;11;11;11;11;11;11
270650 PASSO DE CAMARAGIBE;3;3;3;3;3;3;3;3;3;3
270670 PENEDO;3;3;3;3;3;3;3;3;3;3
270690 PILAR;1;1;1;1;1;1;1;1;1;1
270730 PORTO CALVO;1;1;1;1;1;1;1;1;1;1
270760 QUEBRANGULO;3;3;3;3;3;3;3;3;3;3
270770 RIO LARGO;6;6;6;6;6;6;6;6;6;6
270800 SANTANA DO IPANEMA;10;10;10;10;10;10;10;10;10;10
270820 SAO BRAS;1;1;1;1;1;1;1;1;1;1
270830 SAO JOSE DA LAJE;1;1;1;1;1;1;1;1;1;1
270850 SAO LUIS DO QUITUNDE;1;1;1;1;1;1;1;1;1;1
270860 SAO MIGUEL DOS CAMPOS;7;7;7;7;7;7;7;7;7;7
270900 TANQUE D'ARCA;1;1;1;1;1;1;1;1;1;1
270915 TEOTONIO VILELA;3;3;3;3;3;3;3;3;3;3
270930 UNIAO DOS PALMARES;1;1;3;3;1;1;3;1;3;1
270940 VICOSA;3;3;3;3;3;3;3;3;3;3
280020 AQUIDABA;6;6;6;6;6;6;6;6;6;6
280030 ARACAJU;43;43;43;43;43;43;43;43;43;43
280040 ARAUA;4;4;4;4;4;4;4;4;4;4
280060 BARRA DOS COQUEIROS;3;3;3;3;3;3;3;3;3;3
280067 BOQUIM;4;4;4;4;4;4;4;4;4;4
280140 CARIRA;3;3;3;3;3;3;3;3;3;3
280150 CARMOPOLIS;-;-;1;1;1;1;1;1;1;1
280170 CRISTINAPOLIS;4;4;4;4;4;4;4;4;4;4
280210 ESTANCIA;10;10;10;10;10;10;10;10;10;10
280230 FREI PAULO;2;2;2;2;2;2;2;2;2;2
280290 ITABAIANA;5;5;5;5;5;5;5;5;5;5
280320 ITAPORANGA D'AJUDA;4;4;4;4;4;4;4;4;4;4
280330 JAPARATUBA;4;4;4;4;4;4;4;4;4;4
280350 LAGARTO;1;1;1;1;1;1;1;1;1;1
280360 LARANJEIRAS;2;2;2;2;2;2;2;2;2;2
280390 MALHADOR;1;1;1;1;1;1;1;1;1;1
280450 NOSSA SENHORA DA GLORIA;8;8;8;8;8;8;8;8;8;8
280460 NOSSA SENHORA DAS DORES;2;2;4;4;4;4;4;4;4;4
280480 NOSSA SENHORA DO SOCORRO;5;5;5;5;5;5;-;-;-;-
280550 POCO VERDE;5;5;5;5;5;5;5;5;5;5
280570 PROPRIA;5;5;5;5;5;5;5;5;5;5
280600 RIBEIROPOLIS;2;2;2;2;2;2;2;2;2;2
280610 ROSARIO DO CATETE;3;3;3;3;3;3;3;3;3;3
280630 SANTA LUZIA DO ITANHY;8;8;8;8;8;8;8;8;8;8
280670 SAO CRISTOVAO;1;1;1;1;1;1;1;1;1;1
280710 SIMAO DIAS;3;3;3;3;3;3;3;3;3;3
280740 TOBIAS BARRETO;4;4;4;4;4;4;4;4;4;4
280750 TOMAR DO GERU;2;2;2;2;2;2;2;2;2;2
290035 ADUSTINA;1;1;1;1;1;1;1;1;1;1
290040 AGUA FRIA;1;1;1;1;1;1;1;1;1;1
290070 ALAGOINHAS;14;14;14;19;19;19;19;19;19;19
290080 ALCOBACA;1;1;1;1;1;1;1;1;1;1
290100 AMARGOSA;4;4;4;4;4;4;4;4;4;4
290130 ANDARAI;2;2;2;2;2;2;2;2;2;2
290170 ANTONIO CARDOSO;1;1;1;1;1;1;1;1;1;1
290180 ANTONIO GONCALVES;1;1;1;1;1;1;1;1;1;1
290195 APUAREMA;1;1;1;1;1;1;1;1;1;1
290200 ARACATU;3;3;3;3;3;3;3;3;3;3
290210 ARACI;3;3;3;3;3;4;4;4;4;4
290220 ARAMARI;1;1;1;1;1;1;1;1;1;1
290250 BAIANOPOLIS;8;8;8;8;8;8;8;8;8;8
290260 BAIXA GRANDE;1;1;1;1;1;1;1;1;1;1
290270 BARRA;3;3;3;3;3;3;3;3;3;3
290320 BARREIRAS;12;12;12;12;12;12;12;12;12;12
290323 BARRO ALTO;1;1;1;1;1;1;1;1;1;1
290330 BARRO PRETO;1;1;1;1;1;1;1;1;1;1
290340 BELMONTE;1;1;1;1;1;1;1;1;1;1
290350 BELO CAMPO;2;2;2;2;2;2;2;2;2;2
290390 BOM JESUS DA LAPA;7;7;7;7;7;7;7;7;7;7
290395 BOM JESUS DA SERRA;1;1;1;1;1;1;1;1;1;1
290400 BONINAL;8;8;8;8;8;8;8;8;8;8
290405 BONITO;3;3;3;3;3;3;3;3;3;3
290410 BOQUIRA;1;1;1;1;1;1;1;1;1;1
290430 BREJOES;1;1;1;1;1;1;1;1;1;1
290440 BREJOLANDIA;2;2;2;2;2;2;2;2;2;2
290460 BRUMADO;4;4;4;4;4;4;4;4;4;4
290470 BUERAREMA;1;1;1;1;1;1;1;1;1;1
290475 BURITIRAMA;1;1;1;1;1;5;5;5;5;5
290485 CABACEIRAS DO PARAGUACU;1;1;1;1;1;1;1;1;1;1
290500 CACULE;1;1;1;1;1;1;1;1;1;1
290515 CAETANOS;2;2;2;2;2;2;2;2;2;2
290520 CAETITE;5;5;5;5;5;5;5;5;5;5
290530 CAFARNAUM;1;1;1;1;1;1;1;1;1;1
290540 CAIRU;1;1;1;1;1;1;1;1;1;1
290570 CAMACARI;21;21;21;21;21;21;21;21;21;21
290580 CAMAMU;3;3;3;3;3;3;3;3;3;3
290590 CAMPO ALEGRE DE LOURDES;1;1;1;1;1;1;1;1;1;1
290600 CAMPO FORMOSO;1;1;1;1;1;1;1;1;1;1
290610 CANAPOLIS;6;6;6;6;6;6;6;6;6;6
290630 CANAVIEIRAS;1;1;1;1;1;1;1;1;1;1
290640 CANDEAL;1;1;1;1;1;1;1;1;1;1
290650 CANDEIAS;6;6;6;6;6;6;6;6;6;6
290670 CANDIDO SALES;2;2;2;2;2;2;2;2;2;2
290682 CANUDOS;2;2;2;2;2;2;2;2;2;2
290687 CAPIM GROSSO;10;10;10;10;10;10;10;10;10;10
290690 CARAVELAS;1;1;1;1;1;1;1;1;1;1
290710 CARINHANHA;1;1;1;1;1;1;1;1;1;1
290730 CASTRO ALVES;6;6;6;6;6;6;6;6;6;6
290750 CATU;5;5;5;5;5;5;5;5;5;5
290800 COARACI;3;3;3;3;3;3;3;3;3;3
290820 CONCEICAO DA FEIRA;1;1;1;1;1;1;-;-;-;-
290860 CONDE;3;3;3;3;3;3;3;3;3;3
290870 CONDEUBA;2;2;2;2;2;2;2;2;2;2
290880 CONTENDAS DO SINCORA;2;2;2;2;2;2;2;2;2;2
290920 CORONEL JOAO SA;1;1;1;1;1;1;1;1;1;1
290950 CRAVOLANDIA;-;-;-;1;1;-;-;-;-;-
290970 CRISTOPOLIS;2;2;2;2;2;2;2;2;2;2
290980 CRUZ DAS ALMAS;4;4;4;4;4;4;4;4;4;4
290990 CURACA;1;1;1;1;1;1;1;1;1;1
291005 DIAS D'AVILA;7;7;7;7;7;7;6;6;6;6
291010 DOM BASILIO;2;2;2;2;2;2;2;2;2;2
291040 ENCRUZILHADA;1;1;1;1;1;1;1;1;1;1
291050 ENTRE RIOS;3;3;3;3;3;3;3;3;3;3
291060 ESPLANADA;1;1;1;1;1;1;1;1;1;1
291070 EUCLIDES DA CUNHA;5;5;5;5;5;5;5;5;5;5
291072 EUNAPOLIS;17;17;17;17;17;17;17;17;17;17
291075 FATIMA;2;2;2;2;2;2;2;2;2;2
291080 FEIRA DE SANTANA;80;80;81;81;81;81;81;81;81;81
291085 FILADELFIA;1;1;1;1;1;1;1;1;1;1
291110 FORMOSA DO RIO PRETO;1;1;1;1;1;1;1;1;1;1
291120 GANDU;4;4;4;4;4;4;4;4;4;4
291160 GOVERNADOR MANGABEIRA;4;4;4;4;4;4;4;4;4;4
291170 GUANAMBI;12;12;12;12;12;12;12;12;12;12
291210 IBICARAI;4;4;4;4;4;4;4;4;4;4
291240 IBIPEBA;2;2;2;2;2;2;2;2;2;2
291270 IBIRAPITANGA;2;2;2;2;2;2;2;2;2;2
291280 IBIRAPUA;1;1;1;1;1;1;1;1;1;1
291320 IBOTIRAMA;1;1;1;1;1;1;1;1;1;1
291345 IGRAPIUNA;1;1;1;1;1;1;1;1;1;1
291350 IGUAI;1;1;1;1;1;1;1;1;1;1
291360 ILHEUS;27;27;27;27;27;27;27;27;27;27
291370 INHAMBUPE;4;4;4;4;4;4;4;4;4;4
291380 IPECAETA;4;4;4;4;4;4;4;4;4;4
291390 IPIAU;2;2;2;2;2;2;2;2;2;2
291410 IPUPIARA;1;1;1;1;1;1;1;1;1;1
291450 IRARA;1;1;1;1;1;1;1;1;1;1
291460 IRECE;11;11;11;11;11;11;11;11;11;11
291465 ITABELA;1;1;1;1;1;1;1;1;1;1
291470 ITABERABA;4;4;4;4;4;4;4;4;4;4
291480 ITABUNA;10;10;10;10;10;10;10;10;10;10
291490 ITACARE;4;4;4;4;4;4;4;4;4;4
291560 ITAMARAJU;6;6;6;6;6;6;6;6;6;6
291580 ITAMBE;1;1;1;1;1;1;1;1;1;1
291600 ITANHEM;2;2;2;2;2;2;2;2;2;2
291610 ITAPARICA;5;5;5;5;5;5;5;5;5;5
291620 ITAPE;1;1;1;1;1;1;1;1;1;1
291640 ITAPETINGA;6;6;6;6;6;6;6;6;6;2
291680 ITARANTIM;1;1;1;1;1;1;1;1;1;1
291685 ITATIM;1;1;1;1;1;1;1;1;1;1
291700 ITIUBA;1;1;1;1;1;1;1;1;1;1
291733 IUIU;3;3;3;3;3;3;3;3;3;3
291750 JACOBINA;1;1;1;1;1;1;1;1;1;1
291760 JAGUAQUARA;3;3;3;3;3;3;3;3;3;3
291770 JAGUARARI;1;1;1;1;1;1;1;1;1;1
291780 JAGUARIPE;1;1;1;1;1;1;1;1;1;1
291800 JEQUIE;9;9;9;9;9;9;9;9;9;9
291820 JIQUIRICA;1;1;1;1;1;1;1;1;1;1
291840 JUAZEIRO;11;11;11;11;11;11;11;11;11;11
291845 JUCURUCU;2;2;2;2;2;2;2;2;2;2
291880 LAJE;4;4;4;4;4;4;4;4;4;4
291890 LAJEDAO;2;2;2;2;2;2;2;2;2;2
291920 LAURO DE FREITAS;29;29;29;29;29;29;29;29;29;29
291950 LIVRAMENTO DE NOSSA SENHORA;3;3;3;3;3;3;3;3;3;3
291955 LUIS EDUARDO MAGALHAES;1;1;1;1;1;1;1;1;1;1
291960 MACAJUBA;1;1;1;1;1;1;1;1;1;1
291980 MACAUBAS;17;17;17;17;17;17;17;17;17;17
291992 MADRE DE DEUS;4;4;4;4;4;4;4;4;4;4
291995 MAETINGA;2;2;2;2;2;2;2;2;2;2
292010 MAIRI;3;3;3;3;3;3;3;3;3;3
292020 MALHADA;1;1;1;1;1;1;1;1;1;1
292030 MALHADA DE PEDRAS;1;1;1;1;1;1;1;1;1;1
292045 MANSIDAO;1;1;1;1;1;1;1;1;1;1
292050 MARACAS;1;1;1;1;1;1;1;1;1;1
292060 MARAGOGIPE;3;3;3;3;3;3;3;3;3;3
292070 MARAU;-;-;-;1;1;1;1;1;1;1
292080 MARCIONILIO SOUZA;1;1;1;1;1;1;1;1;1;1
292090 MASCOTE;1;1;1;1;1;1;1;1;1;1
292100 MATA DE SAO JOAO;6;6;6;6;6;6;6;6;6;6
292105 MATINA;1;1;1;1;1;1;1;1;1;1
292110 MEDEIROS NETO;1;1;1;1;1;1;1;1;1;1
292120 MIGUEL CALMON;4;4;4;4;4;4;4;4;4;4
292140 MIRANGABA;1;1;1;1;1;1;1;1;1;1
292145 MIRANTE;4;4;4;4;4;4;4;4;4;4
292150 MONTE SANTO;7;7;7;7;7;7;7;7;7;7
292170 MORRO DO CHAPEU;5;5;5;5;5;5;5;5;5;5
292200 MUCURI;1;1;1;1;1;1;1;1;1;1
292210 MUNDO NOVO;1;1;1;1;1;1;1;1;1;1
292230 MURITIBA;5;5;5;5;5;5;5;5;5;5
292240 MUTUIPE;2;2;2;2;2;2;2;2;2;2
292250 NAZARE;2;2;2;2;2;2;2;2;2;2
292260 NILO PECANHA;3;3;3;3;3;3;3;3;3;3
292270 NOVA CANAA;1;1;1;1;1;1;1;1;1;1
292275 NOVA IBIA;1;1;1;1;1;1;1;1;1;1
292285 NOVA REDENCAO;1;1;1;1;1;1;1;1;1;1
292300 NOVA VICOSA;4;4;4;4;4;4;4;4;4;4
292305 NOVO TRIUNFO;2;2;2;2;2;2;2;2;2;2
292335 OUROLANDIA;4;4;4;4;4;4;4;4;4;4
292390 PAU BRASIL;1;1;1;1;1;1;1;1;1;1
292400 PAULO AFONSO;7;7;7;7;7;7;7;7;7;7
292405 PE DE SERRA;4;4;4;4;4;4;4;4;4;4
292450 PINDAI;1;1;1;1;1;1;1;1;1;1
292460 PINDOBACU;1;1;1;1;1;1;1;1;1;1
292480 PIRITIBA;1;1;1;1;1;1;1;1;1;1
292500 PLANALTO;1;1;1;1;1;1;1;1;1;1
292510 POCOES;4;4;4;4;4;4;4;4;4;4
292520 POJUCA;1;1;1;1;1;1;1;1;1;1
292525 PONTO NOVO;1;1;1;1;1;1;1;1;1;1
292530 PORTO SEGURO;17;17;17;17;17;17;17;17;17;17
292540 POTIRAGUA;1;1;1;1;1;1;1;1;1;1
292550 PRADO;2;2;2;2;2;2;2;2;2;2
292575 PRESIDENTE TANCREDO NEVES;1;1;1;1;1;1;1;1;1;1
292595 RAFAEL JAMBEIRO;3;3;3;3;3;3;3;3;3;3
292600 REMANSO;4;2;2;2;3;3;3;3;3;3
292610 RETIROLANDIA;1;1;1;1;1;1;1;1;1;1
292630 RIACHAO DO JACUIPE;3;3;3;3;3;3;3;3;3;3
292660 RIBEIRA DO POMBAL;5;5;5;5;5;5;5;5;5;5
292700 RIO REAL;3;3;3;3;3;3;3;3;3;3
292730 SALINAS DA MARGARIDA;3;3;3;3;3;3;3;3;3;3
292740 SALVADOR;250;250;250;250;250;250;250;250;254;246
292750 SANTA BARBARA;1;1;1;1;1;1;1;1;1;1
292790 SANTA INES;1;1;1;1;1;1;1;1;1;1
292800 SANTALUZ;1;1;1;1;1;1;1;1;1;1
292810 SANTA MARIA DA VITORIA;4;4;4;4;4;4;2;2;2;2
292830 SANTANOPOLIS;1;1;1;1;1;1;1;1;1;1
292840 SANTA RITA DE CASSIA;1;1;1;1;1;1;1;1;1;1
292850 SANTA TERESINHA;1;1;1;1;1;1;1;1;1;1
292870 SANTO ANTONIO DE JESUS;6;6;6;6;6;6;6;6;6;6
292880 SANTO ESTEVAO;1;1;1;1;1;1;1;1;1;1
292910 SAO FELIPE;1;1;1;1;1;1;1;1;1;1
292920 SAO FRANCISCO DO CONDE;4;4;4;4;4;4;4;4;4;4
292930 SAO GONCALO DOS CAMPOS;1;1;1;1;1;1;1;1;1;1
292937 SAO JOSE DO JACUIPE;1;1;1;1;1;1;1;1;1;1
292950 SAO SEBASTIAO DO PASSE;3;3;3;3;3;3;3;3;3;3
292975 SAUBARA;3;3;3;3;3;3;3;3;3;3
292990 SEABRA;7;7;7;7;7;7;7;7;7;7
293000 SEBASTIAO LARANJEIRAS;-;-;-;-;-;-;1;1;1;1
293010 SENHOR DO BONFIM;6;5;6;6;6;6;6;6;6;6
293020 SENTO SE;1;1;1;1;1;1;1;1;1;1
293040 SERRA PRETA;1;1;1;1;1;1;1;1;1;1
293050 SERRINHA;1;1;1;1;1;1;1;1;1;1
293060 SERROLANDIA;1;1;1;1;1;1;1;1;1;1
293070 SIMOES FILHO;15;15;15;15;15;15;15;15;15;15
293077 SOBRADINHO;3;3;3;3;3;3;3;3;3;3
293100 TANHACU;1;1;1;1;1;1;1;1;1;1
293105 TANQUE NOVO;3;3;3;3;3;3;3;3;3;3
293120 TAPEROA;1;1;1;1;1;1;1;1;1;1
293130 TAPIRAMUTA;1;1;1;1;1;1;1;1;1;1
293135 TEIXEIRA DE FREITAS;9;9;9;9;9;9;9;9;9;9
293160 TEOLANDIA;1;1;1;1;1;1;1;1;1;1
293170 TERRA NOVA;4;4;4;5;5;5;4;4;4;4
293210 UBAIRA;2;2;2;2;2;2;2;2;2;2
293220 UBAITABA;1;1;1;1;1;1;1;1;1;1
293270 URUCUCA;5;5;5;5;5;5;5;5;5;5
293290 VALENCA;6;6;6;6;6;6;6;6;6;6
293300 VALENTE;3;3;3;3;3;3;3;3;3;3
293315 VARZEA NOVA;6;6;6;6;6;6;6;6;6;6
293320 VERA CRUZ;3;3;3;3;3;3;4;4;4;4
293325 VEREDA;1;1;1;1;1;1;1;1;1;1
293330 VITORIA DA CONQUISTA;24;24;24;24;24;24;24;24;24;24
310020 ABAETE;4;4;4;4;4;4;4;4;4;4
310050 ACUCENA;1;1;1;1;1;1;1;1;1;1
310090 AGUAS FORMOSAS;1;1;1;1;1;1;1;1;1;1
310160 ALFENAS;3;3;3;3;3;3;3;3;3;3
