Unidades da Federação,Municípios,"Número de unidades
locais",Pessoal ocupado Total,Pessoal ocupado assalariado,Pessoal assalariado médio,"Salários
e outras
remunerações
(1 000 R$)","Salário médio
 mensal 
(salários mínimos)  (1) (2) ","Salário médio
 mensal 
(R$) (2)",Número de empresas atuantes
Mato Grosso,Planalto da Serra - MT,74,479,409,453,   16 017,2.5,   2 720.72,73
Mato Grosso,Poconé - MT,554,   4 163,   3 625,   3 375,   110 795,2.3,   2 525.32,546
Mato Grosso,Pontal do Araguaia - MT,113,688,541,512,   14 471,2,   2 172.63,111
Mato Grosso,Ponte Branca - MT,27,218,193,196,   5 784,2.1,   2 270.61,27
Mato Grosso,Pontes e Lacerda - MT,   1 436,   12 202,   10 382,   10 351,   322 369,2.2,   2 395.63,   1 391
Mato Grosso,Porto Alegre do Norte - MT,215,   1 502,   1 292,   1 288,   39 922,2.2,   2 385.06,212
Mato Grosso,Porto dos Gaúchos - MT,170,   1 420,   1 270,   1 335,   51 825,2.7,   2 986.10,163
Mato Grosso,Porto Esperidião - MT,163,945,790,865,   33 167,2.7,   2 949.45,159
Mato Grosso,Porto Estrela - MT,46,354,305,306,   10 715,2.4,   2 694.11,46
Mato Grosso,Poxoréo - MT,330,   1 893,   1 555,   1 608,   48 870,2.1,   2 338.55,323
Mato Grosso,Primavera do Leste - MT,   4 456,   28 359,   22 257,   21 514,   750 043,2.4,   2 681.80,   4 284
Mato Grosso,Querência - MT,   1 061,   7 105,   5 717,   5 708,   221 958,2.7,   2 991.04,   1 041
Mato Grosso,São José dos Quatro Marcos - MT,559,   3 162,   2 479,   2 465,   71 819,2,   2 240.85,553
Mato Grosso,Reserva do Cabaçal - MT,39,327,290,259,   7 758,2.1,   2 306.56,35
Mato Grosso,Ribeirão Cascalheira - MT,254,   1 347,   1 122,   1 178,   37 224,2.2,   2 430.18,251
Mato Grosso,Ribeirãozinho - MT,46,289,239,239,   8 134,2.4,   2 613.27,45
Mato Grosso,Rio Branco - MT,115,574,469,481,   15 993,2.3,   2 557.68,113
Mato Grosso,Santa Carmem - MT,204,   1 007,720,716,   23 163,2.3,   2 488.85,201
Mato Grosso,Santo Afonso - MT,43,316,265,244,   9 763,2.8,   3 076.34,43
Mato Grosso,São José do Povo - MT,32,297,252,239,   7 130,2.1,   2 295.48,32
Mato Grosso,São José do Rio Claro - MT,516,   4 107,   3 541,   3 695,   129 287,2.4,   2 691.26,494
Mato Grosso,São José do Xingu - MT,136,730,589,589,   21 961,2.6,   2 868.66,131
Mato Grosso,São Pedro da Cipa - MT,61,345,295,283,   8 386,2.1,   2 279.29,61
Mato Grosso,Rondolândia - MT,70,749,679,696,   20 377,2,   2 252.49,69
Mato Grosso,Rondonópolis - MT,   9 242,   74 606,   63 294,   63 022,  2 195 656,2.4,   2 679.98,   8 833
Mato Grosso,Rosário Oeste - MT,195,   1 509,   1 304,   1 411,   49 440,2.5,   2 695.82,182
Mato Grosso,Santa Cruz do Xingu - MT,50,411,373,380,   12 952,2.4,   2 621.73,50
Mato Grosso,Salto do Céu - MT,60,443,389,375,   9 202,1.7,   1 887.13,59
Mato Grosso,Santa Rita do Trivelato - MT,112,   1 150,   1 021,   1 030,   43 039,2.9,   3 213.52,103
Mato Grosso,Santa Terezinha - MT,78,496,445,427,   13 684,2.2,   2 463.05,78
Mato Grosso,Santo Antônio do Leste - MT,89,978,875,878,   33 049,2.6,   2 895.47,84
Mato Grosso,Santo Antônio do Leverger - MT,280,   1 918,   1 579,   1 581,   53 065,2.3,   2 581.68,277
Mato Grosso,São Félix do Araguaia - MT,253,   1 517,   1 277,   1 328,   56 142,3,   3 252.66,245
Mato Grosso,Sapezal - MT,   1 378,   12 724,   11 028,   10 401,   410 607,2.8,   3 036.61,   1 320
Mato Grosso,Serra Nova Dourada - MT,14,233,225,236,   8 254,2.4,   2 687.29,14
Mato Grosso,Sinop - MT,   8 125,   54 981,   44 782,   44 188,  1 525 589,2.4,   2 655.76,   7 866
Mato Grosso,Sorriso - MT,   5 484,   40 558,   32 871,   33 024,  1 167 185,2.5,   2 718.72,   5 327
Mato Grosso,Tabaporã - MT,300,   1 540,   1 271,   1 271,   46 247,2.5,   2 797.93,293
Mato Grosso,Tangará da Serra - MT,   3 991,   28 463,   23 564,   23 472,   760 267,2.3,   2 491.61,   3 823
Mato Grosso,Tapurah - MT,771,   3 796,   2 797,   2 825,   102 708,2.5,   2 796.95,762
Mato Grosso,Terra Nova do Norte - MT,226,   1 635,   1 431,   1 486,   49 892,2.3,   2 582.37,218
Mato Grosso,Tesouro - MT,62,226,162,164,   4 584,1.9,   2 144.27,62
Mato Grosso,Torixoréu - MT,100,520,426,438,   14 829,2.4,   2 605.36,99
Mato Grosso,União do Sul - MT,159,803,663,674,   21 324,2.2,   2 432.16,151
Mato Grosso,Vale de São Domingos - MT,33,293,260,271,   9 446,2.4,   2 681.44,33
Mato Grosso,Várzea Grande - MT,   7 170,   61 732,   54 093,   53 326,  1 670 397,2.2,   2 409.56,   6 844
Mato Grosso,Vera - MT,343,   2 631,   2 149,   2 056,   64 044,2.2,   2 395.91,335
Mato Grosso,Vila Rica - MT,483,   2 699,   2 195,   2 109,   66 527,2.2,   2 425.91,475
Mato Grosso,Nova Guarita - MT,150,603,447,462,   14 401,2.2,   2 400.22,150
Mato Grosso,Nova Marilândia - MT,63,   2 024,   1 935,   1 893,   70 209,2.6,   2 853.16,61
Mato Grosso,Nova Maringá - MT,260,   1 233,931,911,   31 552,2.4,   2 663.48,256
Mato Grosso,Nova Monte Verde - MT,279,   1 715,   1 430,   1 351,   36 585,1.9,   2 083.66,272
Goiás,Abadia de Goiás - GO,410,   2 626,   2 154,   2 039,   53 976,1.9,   2 036.36,405
Goiás,Abadiânia - GO,399,   2 585,   2 104,   2 044,   49 980,1.7,   1 881.23,391
Goiás,Acreúna - GO,404,   3 302,   2 893,   2 975,   98 143,2.3,   2 537.43,403
Goiás,Adelândia - GO,51,603,558,521,   10 333,1.4,   1 525.52,51
Goiás,Água Fria de Goiás - GO,87,594,508,512,   19 833,2.7,   2 981.82,87
Goiás,Água Limpa - GO,43,360,318,313,   8 096,1.8,   1 986.84,43
Goiás,Águas Lindas de Goiás - GO,   2 484,   15 549,   13 081,   11 654,   301 480,1.8,   1 989.93,   2 434
Goiás,Alexânia - GO,751,   5 410,   4 846,   4 390,   138 907,2.2,   2 434.18,735
Goiás,Aloândia - GO,47,264,220,216,   5 755,1.9,   2 050.23,47
Goiás,Alto Horizonte - GO,184,   3 100,   2 883,   2 764,   148 335,3.8,   4 127.52,182
Goiás,Alto Paraíso de Goiás - GO,540,   1 968,   1 542,   1 405,   33 619,1.7,   1 840.53,528
Goiás,Alvorada do Norte - GO,233,   1 135,898,870,   23 165,1.9,   2 048.96,232
Goiás,Amaralina - GO,43,280,246,239,   5 558,1.6,   1 789.92,42
Goiás,Americano do Brasil - GO,118,598,476,486,   11 298,1.6,   1 787.11,118
Goiás,Amorinópolis - GO,52,316,266,271,   6 916,1.8,   1 965.41,51
Goiás,Anápolis - GO,   12 690,   114 820,   100 781,   100 315,  3 640 160,2.5,   2 791.33,   12 162
Goiás,Anhanguera - GO,21,146,127,120,   3 497,2,   2 238.61,21
Goiás,Anicuns - GO,535,   3 683,   3 088,   3 246,   89 084,1.9,   2 111.43,528
Goiás,Aparecida de Goiânia - GO,   12 170,   126 297,   112 810,   114 618,  3 390 827,2.1,   2 275.67,   11 798
Goiás,Aparecida do Rio Doce - GO,80,449,376,364,   10 283,2,   2 173.76,80
Goiás,Aporé - GO,81,882,804,748,   27 238,2.5,   2 799.88,78
Goiás,Araçu - GO,67,370,297,293,   7 276,1.7,   1 912.07,67
Goiás,Aragarças - GO,357,   1 749,   1 400,   1 334,   33 581,1.8,   1 935.79,353
Goiás,Aragoiânia - GO,217,   1 249,983,963,   23 744,1.7,   1 897.52,217
Goiás,Araguapaz - GO,171,765,605,592,   15 032,1.8,   1 954.84,163
Goiás,Arenópolis - GO,70,554,470,445,   11 008,1.7,   1 903.22,70
Goiás,Aruanã - GO,172,   1 242,   1 054,   1 013,   26 706,1.8,   2 027.25,168
Goiás,Aurilândia - GO,55,356,308,305,   8 628,2,   2 178.78,55
Goiás,Avelinópolis - GO,59,521,444,431,   8 666,1.4,   1 544.87,59
Goiás,Baliza - GO,34,   1 019,990,944,   30 820,2.3,   2 511.66,34
Goiás,Barro Alto - GO,288,   4 160,   3 861,   3 696,   165 760,3.1,   3 449.99,283
Goiás,Bela Vista de Goiás - GO,786,   5 637,   4 852,   4 979,   153 552,2.2,   2 372.51,765
Goiás,Bom Jardim de Goiás - GO,134,769,642,615,   14 311,1.6,   1 789.89,132
Goiás,Bom Jesus de Goiás - GO,681,   3 582,   2 825,   2 749,   84 913,2.2,   2 375.80,668
Goiás,Bonfinópolis - GO,160,942,766,763,   18 443,1.7,   1 859.48,156
Goiás,Bonópolis - GO,99,499,388,380,   9 467,1.7,   1 915.79,97
Goiás,Brazabrantes - GO,67,449,376,339,   7 942,1.6,   1 801.24,67
Goiás,Britânia - GO,181,918,720,678,   16 976,1.7,   1 924.88,178
Goiás,Buriti Alegre - GO,280,   2 480,   2 123,   2 134,   55 988,1.8,   2 018.20,266
Goiás,Buriti de Goiás - GO,97,572,467,473,   9 593,1.4,   1 560.35,97
Goiás,Buritinópolis - GO,32,360,330,329,   8 389,1.8,   1 960.21,32
Goiás,Cabeceiras - GO,136,997,884,892,   24 431,1.9,   2 106.49,133
Goiás,Cachoeira Alta - GO,253,   1 166,982,   1 172,   35 717,2.1,   2 345.27,249
Goiás,Cachoeira de Goiás - GO,30,188,165,156,   4 535,2,   2 236.07,30
Goiás,Cachoeira Dourada - GO,201,   2 284,   2 047,   2 129,   95 178,3.1,   3 439.43,197
Goiás,Caçu - GO,472,   3 675,   3 236,   3 330,   129 082,2.7,   2 981.60,468
Goiás,Caiapônia - GO,393,   1 995,   1 606,   1 611,   58 872,2.6,   2 810.70,383
Goiás,Caldas Novas - GO,   4 059,   27 680,   23 233,   21 785,   568 924,1.8,   2 008.84,   3 963
Goiás,Caldazinha - GO,60,421,357,350,   9 015,1.8,   1 980.28,60
Goiás,Campestre de Goiás - GO,69,350,273,277,   5 371,1.4,   1 490.39,69
Goiás,Campinaçu - GO,79,474,394,378,   10 550,2,   2 148.11,77
Goiás,Campinorte - GO,280,   1 536,   1 151,   1 129,   30 904,1.9,   2 105.37,277
Goiás,Campo Alegre de Goiás - GO,211,   1 256,   1 018,954,   27 737,2,   2 236.55,207
Goiás,Campo Limpo de Goiás - GO,150,   1 436,   1 285,   1 223,   30 983,1.8,   1 948.56,150
Goiás,Campos Belos - GO,485,   2 542,   2 007,   1 983,   50 646,1.8,   1 964.45,482
Goiás,Campos Verdes - GO,94,516,428,414,   7 863,1.3,   1 460.85,91
Goiás,Carmo do Rio Verde - GO,191,   1 660,   1 413,   1 243,   40 523,2.3,   2 508.48,189
Goiás,Castelândia - GO,47,445,421,402,   10 235,1.8,   1 960.10,47
Goiás,Catalão - GO,   4 244,   32 833,   28 510,   27 575,  1 100 044,2.8,   3 068.67,   4 118
Goiás,Caturaí - GO,105,549,423,396,   10 420,1.8,   2 025.54,104
Goiás,Cavalcante - GO,151,971,829,802,   24 166,2.1,   2 319.29,151
Goiás,Ceres - GO,   1 014,   7 423,   5 972,   5 741,   181 010,2.2,   2 425.52,998
Goiás,Cezarina - GO,207,   1 740,   1 472,   1 396,   37 782,1.9,   2 081.98,206
Goiás,Chapadão do Céu - GO,492,   4 394,   3 848,   3 871,   179 089,3.2,   3 558.37,470
Goiás,Cidade Ocidental - GO,968,   6 324,   5 350,   5 442,   157 726,2,   2 229.27,949
Goiás,Cocalzinho de Goiás - GO,332,   1 963,   1 583,   1 555,   46 541,2.1,   2 302.01,326
Goiás,Colinas do Sul - GO,63,324,273,276,   9 029,2.3,   2 514.73,63
Goiás,Córrego do Ouro - GO,62,437,377,375,   7 612,1.4,   1 562.57,62
Goiás,Corumbá de Goiás - GO,228,   1 174,923,860,   23 776,1.9,   2 127.11,227
Goiás,Corumbaíba - GO,297,   2 706,   2 459,   2 579,   80 452,2.2,   2 399.70,295
Goiás,Cristalina - GO,   1 503,   13 342,   11 485,   11 795,   364 245,2.2,   2 375.43,   1 462
Goiás,Cristianópolis - GO,110,468,369,365,   10 307,2,   2 173.65,110
Goiás,Crixás - GO,560,   4 826,   4 456,   4 280,   202 022,3.3,   3 631.30,556
Goiás,Cromínia - GO,85,564,461,459,   10 661,1.6,   1 787.74,85
Goiás,Cumari - GO,57,317,253,270,   8 214,2.1,   2 344.35,57
Goiás,Damianópolis - GO,56,345,288,282,   6 203,1.5,   1 692.95,56
Goiás,Damolândia - GO,94,391,272,263,   6 694,1.8,   1 955.72,94
Goiás,Davinópolis - GO,57,433,384,339,   10 541,2.2,   2 391.05,57
Goiás,Diorama - GO,42,286,237,220,   5 831,1.9,   2 042.10,42
Goiás,Doverlândia - GO,105,675,582,579,   18 446,2.2,   2 452.18,99
Goiás,Edealina - GO,79,763,687,665,   22 710,2.4,   2 626.48,79
Goiás,Edéia - GO,299,   2 945,   2 663,   2 737,   105 580,2.7,   2 967.75,289
Goiás,Estrela do Norte - GO,62,518,456,449,   10 571,1.6,   1 810.82,61
Goiás,Faina - GO,139,717,588,601,   14 629,1.7,   1 873.93,137
Goiás,Fazenda Nova - GO,175,657,409,387,   9 242,1.7,   1 837.13,173
Goiás,Firminópolis - GO,288,   1 195,962,955,   22 909,1.7,   1 844.61,286
Goiás,Flores de Goiás - GO,97,750,668,645,   16 381,1.8,   1 954.00,95
Goiás,Formosa - GO,   2 928,   20 127,   17 480,   17 426,   524 160,2.1,   2 313.74,   2 838
Goiás,Formoso - GO,166,568,422,404,   9 503,1.6,   1 807.93,162
Goiás,Gameleira de Goiás - GO,72,425,359,334,   10 470,2.2,   2 411.45,72
Goiás,Divinópolis de Goiás - GO,56,473,419,410,   10 111,1.7,   1 899.31,56
Goiás,Goianápolis - GO,218,   2 106,   1 867,   1 808,   48 857,1.9,   2 078.65,217
Goiás,Goiandira - GO,150,718,577,539,   15 206,2,   2 171.11,150
Goiás,Goianésia - GO,   2 332,   19 174,   16 180,   16 100,   486 504,2.1,   2 324.46,   2 283
Goiás,Goiânia - GO,   77 555,   670 431,   575 699,   568 070,  25 992 938,3.2,   3 519.74,   74 298
Goiás,Goianira - GO,   1 019,   6 973,   5 828,   5 600,   148 254,1.9,   2 036.59,   1 007
Goiás,Goiás - GO,565,   4 754,   4 214,   4 109,   119 978,2,   2 246.21,552
Goiás,Goiatuba - GO,   1 154,   10 679,   9 432,   8 939,   333 202,2.6,   2 867.24,   1 137
Goiás,Gouvelândia - GO,121,656,504,517,   14 622,2,   2 177.36,120
Goiás,Guapó - GO,394,   2 043,   1 562,   1 474,   40 205,1.9,   2 098.77,392
Goiás,Guaraíta - GO,41,238,200,184,   5 606,2.1,   2 349.79,41
Goiás,Guarani de Goiás - GO,47,425,388,355,   10 185,2,   2 207.07,47
Goiás,Guarinos - GO,35,213,166,210,   5 825,1.9,   2 135.24,35
Goiás,Heitoraí - GO,76,426,375,348,   6 841,1.4,   1 513.64,75
Goiás,Hidrolândia - GO,688,   6 144,   5 336,   5 301,   166 492,2.2,   2 415.98,683
Goiás,Hidrolina - GO,104,453,354,333,   6 660,1.4,   1 538.58,104
Goiás,Iaciara - GO,221,   1 224,   1 001,968,   31 729,2.3,   2 521.94,213
Goiás,Inaciolândia - GO,211,939,653,647,   16 251,1.8,   1 930.91,209
Goiás,Indiara - GO,385,   2 998,   2 545,   2 580,   75 761,2.1,   2 258.93,381
Goiás,Inhumas - GO,   1 654,   12 139,   10 284,   10 247,   250 163,1.7,   1 877.93,   1 619
Goiás,Ipameri - GO,901,   5 367,   4 340,   4 244,   138 760,2.3,   2 514.86,877
Goiás,Ipiranga de Goiás - GO,74,366,296,273,   6 339,1.6,   1 785.49,74
Goiás,Iporá - GO,   1 189,   7 011,   5 571,   5 481,   170 232,2.2,   2 389.11,   1 170
Goiás,Israelândia - GO,68,346,265,269,   6 720,1.7,   1 920.66,68
Goiás,Itaberaí - GO,   1 632,   11 729,   10 434,   10 306,   256 548,1.7,   1 914.85,   1 606
Goiás,Itaguari - GO,139,863,730,693,   14 063,1.4,   1 559.89,136
Goiás,Itaguaru - GO,143,638,477,472,   10 879,1.6,   1 774.52,142
Goiás,Itajá - GO,107,435,364,368,   10 538,2,   2 200.63,105
Goiás,Itapaci - GO,761,   3 778,   2 910,   3 183,   91 388,2,   2 208.71,760
Goiás,Itapirapuã - GO,209,929,719,731,   16 704,1.6,   1 758.27,206
Goiás,Itapuranga - GO,756,   3 790,   3 075,   2 940,   72 267,1.7,   1 890.87,746
Goiás,Itarumã - GO,152,787,672,648,   19 309,2.1,   2 292.68,150
Goiás,Itauçu - GO,189,   1 303,   1 109,   1 002,   22 834,1.6,   1 752.88,188
Goiás,Itumbiara - GO,   4 137,   32 412,   28 273,   28 269,   932 353,2.3,   2 537.01,   4 001
Goiás,Ivolândia - GO,59,394,339,321,   8 076,1.8,   1 933.35,59
Goiás,Jandaia - GO,126,   1 837,   1 695,   1 852,   70 552,2.7,   2 930.18,126
Goiás,Jaraguá - GO,   1 114,   6 555,   5 460,   5 216,   129 043,1.7,   1 903.21,   1 067
Goiás,Jataí - GO,   3 533,   25 794,   22 282,   21 604,   782 363,2.5,   2 785.67,   3 407
Goiás,Jaupaci - GO,64,398,330,319,   7 409,1.6,   1 789.00,64
Goiás,Jesúpolis - GO,26,214,197,190,   5 328,2,   2 154.09,26
Goiás,Joviânia - GO,208,   1 019,821,802,   24 309,2.1,   2 332.66,207
Goiás,Jussara - GO,821,   3 834,   2 868,   2 833,   76 579,1.9,   2 079.24,812
Goiás,Lagoa Santa - GO,53,276,239,239,   7 134,2.1,   2 297.13,53
Goiás,Leopoldo de Bulhões - GO,167,   2 043,   1 855,   1 902,   52 978,1.9,   2 143.12,166
Goiás,Luziânia - GO,   3 976,   27 350,   22 569,   22 257,   624 067,2,   2 156.90,   3 880
Goiás,Mairipotaba - GO,51,298,246,225,   5 391,1.7,   1 845.80,50
Goiás,Mambaí - GO,169,959,794,721,   17 047,1.7,   1 819.51,169
Goiás,Mara Rosa - GO,345,   1 290,948,920,   26 749,2,   2 237.72,339
Goiás,Marzagão - GO,55,384,334,336,   8 381,1.7,   1 917.23,55
Goiás,Matrinchã - GO,101,578,423,427,   11 099,1.8,   1 999.70,101
Goiás,Maurilândia - GO,174,   1 359,   1 152,   1 145,   33 742,2.1,   2 267.77,171
Goiás,Mimoso de Goiás - GO,25,347,333,306,   6 974,1.6,   1 750.95,25
Goiás,Minaçu - GO,649,   4 851,   4 268,   3 736,   139 889,2.6,   2 880.52,643
Goiás,Mineiros - GO,   2 008,   17 644,   15 923,   15 761,   536 610,2.4,   2 619.05,   1 931
Goiás,Moiporá - GO,43,244,220,222,   5 616,1.8,   1 949.43,40
Goiás,Monte Alegre de Goiás - GO,58,492,417,354,   9 147,1.8,   1 986.58,58
Goiás,Montes Claros de Goiás - GO,286,   1 693,   1 512,   1 471,   49 868,2.4,   2 607.88,280
Goiás,Montividiu - GO,327,   1 991,   1 650,   1 808,   61 742,2.4,   2 626.91,321
Goiás,Montividiu do Norte - GO,87,357,283,309,   8 712,2,   2 165.48,87
Goiás,Morrinhos - GO,   1 436,   11 351,   9 878,   10 151,   313 461,2.2,   2 375.41,   1 406
Goiás,Morro Agudo de Goiás - GO,40,339,311,296,   6 586,1.6,   1 709.23,40
Goiás,Mossâmedes - GO,153,839,705,652,   14 680,1.6,   1 732.81,153
Goiás,Mozarlândia - GO,347,   4 244,   3 899,   3 738,   104 234,1.9,   2 144.76,345
Goiás,Mundo Novo - GO,106,525,461,459,   12 149,1.9,   2 036.06,104
Goiás,Mutunópolis - GO,56,292,238,227,   6 434,2,   2 181.07,56
Goiás,Nazário - GO,167,   1 397,   1 247,   1 229,   41 499,2.4,   2 596.90,164
Goiás,Nerópolis - GO,   1 038,   8 321,   7 198,   7 535,   227 002,2.1,   2 317.47,   1 031
Goiás,Niquelândia - GO,822,   6 668,   5 657,   5 943,   168 128,2,   2 176.31,807
Goiás,Nova América - GO,38,385,355,318,   6 271,1.4,   1 518.18,38
Goiás,Nova Aurora - GO,55,248,192,188,   5 026,1.9,   2 057.33,55
Goiás,Nova Crixás - GO,375,   1 649,   1 338,   1 276,   39 735,2.2,   2 395.85,362
Goiás,Nova Glória - GO,202,895,653,638,   13 926,1.5,   1 678.74,202
Goiás,Nova Iguaçu de Goiás - GO,49,293,225,219,   5 891,1.9,   2 069.36,46
Goiás,Nova Roma - GO,32,350,317,302,   8 742,2,   2 229.47,31
Goiás,Nova Veneza - GO,273,   2 237,   1 860,   1 805,   46 727,1.8,   1 991.68,272
Goiás,Novo Brasil - GO,84,420,349,327,   7 444,1.6,   1 749.65,84
Goiás,Novo Gama - GO,884,   5 893,   4 925,   4 742,   138 849,2,   2 252.45,875
Goiás,Novo Planalto - GO,87,469,401,400,   11 540,2,   2 216.89,87
Goiás,Orizona - GO,388,   2 978,   2 482,   2 413,   71 196,2.1,   2 269.72,375
Goiás,Ouro Verde de Goiás - GO,62,454,353,356,   9 820,1.9,   2 124.12,62
Goiás,Ouvidor - GO,152,   1 656,   1 505,   1 542,   125 495,5.7,   6 258.40,150
Goiás,Padre Bernardo - GO,522,   3 100,   2 537,   2 485,   79 846,2.2,   2 471.40,507
Goiás,Palestina de Goiás - GO,56,389,334,320,   7 930,1.7,   1 904.17,56
Goiás,Palmeiras de Goiás - GO,830,   8 166,   7 114,   7 223,   204 242,2,   2 174.98,805
Goiás,Palmelo - GO,46,375,325,326,   6 623,1.4,   1 564.10,46
Goiás,Palminópolis - GO,94,670,560,566,   16 096,2,   2 185.88,94
Goiás,Panamá - GO,70,364,280,272,   7 838,2,   2 215.13,69
Goiás,Paranaiguara - GO,237,   1 109,895,939,   24 601,1.8,   2 015.62,230
Goiás,Paraúna - GO,316,   2 529,   2 157,   2 223,   70 339,2.2,   2 434.20,310
Goiás,Perolândia - GO,69,   1 184,   1 128,   1 213,   58 516,3.4,   3 710.06,68
Goiás,Petrolina de Goiás - GO,192,   1 073,937,923,   21 803,1.7,   1 816.20,190
Goiás,Pilar de Goiás - GO,76,927,832,813,   42 879,3.7,   4 059.24,76
Goiás,Piracanjuba - GO,565,   3 374,   2 705,   2 717,   80 504,2.1,   2 279.45,539
Goiás,Piranhas - GO,219,   1 506,   1 255,   1 209,   46 825,2.7,   2 980.08,216
Goiás,Pirenópolis - GO,761,   4 391,   3 718,   3 421,   86 997,1.8,   1 956.08,746
Goiás,Pires do Rio - GO,931,   8 838,   7 711,   7 523,   195 556,1.8,   1 999.52,921
Goiás,Planaltina - GO,   1 302,   8 412,   7 056,   7 024,   203 074,2,   2 223.88,   1 281
Goiás,Pontalina - GO,510,   3 332,   2 802,   2 690,   65 148,1.7,   1 862.89,507
Goiás,Porangatu - GO,   1 284,   7 742,   6 439,   6 187,   158 137,1.8,   1 965.99,   1 268
Goiás,Porteirão - GO,108,963,867,948,   29 257,2.2,   2 374.61,107
Goiás,Portelândia - GO,82,704,647,618,   20 972,2.4,   2 611.24,79
Goiás,Posse - GO,   1 072,   5 786,   4 522,   4 346,   117 149,1.9,   2 073.70,   1 057
Goiás,Professor Jamil - GO,74,423,326,310,   7 391,1.7,   1 831.15,74
Goiás,Quirinópolis - GO,   1 347,   14 368,   13 023,   12 901,   404 046,2.2,   2 409.19,   1 315
Goiás,Rialma - GO,437,   2 486,   1 936,   1 868,   52 086,1.9,   2 144.99,437
Goiás,Rianápolis - GO,90,512,414,393,   10 186,1.8,   1 993.09,89
Goiás,Rio Quente - GO,222,   3 281,   3 033,   2 623,   86 981,2.3,   2 550.56,219
Goiás,Rio Verde - GO,   7 799,   67 184,   58 699,   57 936,  2 115 177,2.6,   2 808.37,   7 498
Goiás,Rubiataba - GO,622,   4 490,   3 745,   3 996,   122 907,2.2,   2 366.03,609
Goiás,Sanclerlândia - GO,300,   1 899,   1 617,   1 510,   29 177,1.4,   1 486.35,298
Goiás,Santa Bárbara de Goiás - GO,218,   1 471,   1 221,   1 138,   25 031,1.5,   1 692.06,218
Goiás,Santa Cruz de Goiás - GO,54,331,275,269,   5 939,1.5,   1 696.84,54
Goiás,Santa Fé de Goiás - GO,118,   1 214,   1 084,   1 084,   28 695,1.9,   2 035.64,117
Goiás,Santa Helena de Goiás - GO,   1 179,   7 487,   6 282,   6 653,   200 733,2.1,   2 320.91,   1 161
Goiás,Santa Isabel - GO,51,374,307,302,   6 789,1.6,   1 728.11,51
Goiás,Santa Rita do Araguaia - GO,150,570,416,407,   9 575,1.6,   1 809.84,148
Goiás,Santa Rita do Novo Destino - GO,56,568,514,653,   19 314,2.1,   2 275.69,56
Goiás,Santa Rosa de Goiás - GO,59,350,293,289,   6 792,1.6,   1 805.52,57
Goiás,Santa Tereza de Goiás - GO,87,446,352,367,   8 568,1.6,   1 797.32,87
Goiás,Santa Terezinha de Goiás - GO,253,   1 145,818,806,   19 653,1.7,   1 875.08,251
Goiás,Santo Antônio da Barra - GO,92,   1 160,   1 078,   1 168,   38 109,2.3,   2 509.53,92
Goiás,Santo Antônio de Goiás - GO,830,   2 657,   1 616,   1 621,   89 557,3.9,   4 251.14,830
Goiás,Santo Antônio do Descoberto - GO,680,   6 066,   5 295,   4 871,   136 994,2,   2 163.50,669
Goiás,São Domingos - GO,121,690,575,571,   19 188,2.3,   2 584.40,119
